id,level,kind,lesson,number,title,reading,meaning_vi,page,status,reason,example_field_nonempty,raw_has_reibun,raw_bullets,raw_preview
N2-vocab-0565,N2,vocab,第56 課:551~560,555,頼る,たよる,Phụ thuộc,187,OK,raw_例文,NO,YES,1,意味 たよ 頼んで助けにすること 頼 る 例文 ・ 学費を親に頼らず、自分で働いてなんとかする。 Phụ thuộc
N2-vocab-0566,N2,vocab,第56 課:551~560,556,逆らう,さからう,Ngược lại/Chống đối,188,OK,raw_例文,NO,YES,2,意味 1 自然の方向に従わないで、その反対方向 さか 逆 らう に進もうとすること 例文 ・ 風に逆らって走る。 Ngược lại/Chống đối 意味 2 目上の人の意見に従わないこと ポイント 目上の人に_ 例文 ・ 親に逆らって留学することにした。
N2-vocab-0567,N2,vocab,第56 課:551~560,557,捻る,ひねる,"1. Vặn 2. Vặn, xoay (cơ thể) 3. Vắt (óc)",188,OK,raw_例文,NO,YES,4,"ひね 意味 1 指でつまんで回すこと 捻 る ポイント 蛇口を_ 例文 ・ 蛇口をひねるとオレンジジュースが出てきた。 1. Vặn 2. Vặn, xoay (cơ thể) 意味 2 体の一部の方向を変える 3. Vắt (óc) ポイント 足首 例文 ・ ジョギングしている時に足首を ひねってしまった。 ・ 首をひねる 意味 3 わざと変わった考え方をすること ポイント ひねった問題 例文 ・ 先生はいつもテストにひねった問題を出す。"
N2-vocab-0568,N2,vocab,第56 課:551~560,558,静まる,しずまる,"Lắng xuống, dịu đi",188,OK,raw_例文,NO,YES,1,"しず 意味 物音がやんで、静かになること 静 まる 例文 ・ 先生が入ってくると、教室がシーンと静まった。 Lắng xuống, dịu đi"
N2-vocab-0569,N2,vocab,第56 課:551~560,559,転がる,ころがる,1. Lăn lông lốc 2. Lăn lộn 3. Rải rác 4. Tràn lan,189,OK,raw_例文,NO,YES,4,ころ 意味 1 ころころと回転しながら進むこと 転 がる 例文 ・ ボールが転がる。 1. Lăn lông lốc 意味 2 立っていたものが横になる 2. Lăn lộn 例文 ・ ベッドに転がって本を読んだ。 3. Rải rác 4. Tràn lan 意味 3 目の前に、整理されてない感じで いっぱい置いてある ポイント 〜が転がっている 例文 ・ 山道に石がたくさん転がっている。 意味 4 どこにでもある ポイント 機会/話が転がっている 例文 ・ そんな話はどこにでも転がっている。 ≒ どこでもある、
N2-vocab-0570,N2,vocab,第56 課:551~560,560,憧れる,あこがれる,"Ngưỡng mộ, thần tượng 例文",189,OK,raw_例文,NO,YES,2,"あこが 意味 こんな風になりたい!と思うこと 憧 れる ポイント すごい人に_ Ngưỡng mộ, thần tượng 例文 ・ アイドルにあこがれる。 ポイント 住みたい、行きたい場所に_ 例文 ・ 子どものころ、田舎に住んでいた私は 華やかな都会にあこがれていた。 →華やかな:目立つ、明るく美しい"
N2-vocab-0571,N2,vocab,第57 課:561~570,561,味わう,あじわう,"Nếm, thưởng thức",190,OK,raw_例文,NO,YES,2,"Kiến thức 意味 1 よく噛んで、そのうまみを十分に感じる あじ 味 わう ポイント すぐ!ではなく、ゆっくり 時間をかけて楽しむイメージ 例文 ・ 久しぶりにふるさとの料理をゆっくり Nếm, thưởng thức 味わうことができた。 意味 2 深く体験する Trải nghiệm ポイント 快感/苦しみ、失敗を__ 例文 ・ 若いうちにはいろんなことに挑戦して 成功や失敗を味わった方がいい。"
N2-vocab-0572,N2,vocab,第57 課:561~570,562,設ける,もうける,1. Tạo ra,191,OK,raw_例文,NO,YES,6,"意味 1 ある目的のために作り出す もう 設 ける ポイント 〜のために窓口、事務所を_ 例文 ・ 児童福祉課では、親の悩みに応えるための 1. Tạo ra 相談窓口を設けている。 2. Trang bị, chuẩn bị 意味 2 〜のために準備する、作る 3. Thiết lập ポイント 場/機会/時間を_ 例文 ・ その話は詳しく聞きたいので、別の機会を 設けてください ・ 建設予定地では、住民たちの理解が 得られるよう、話し合いの場が設けられた。 意味 3 ある基準を作る ポイント 基準・標準を__ "
N2-vocab-0573,N2,vocab,第57 課:561~570,563,震える,ふるえる,"Run rẩy, rung động",191,OK,raw_例文,NO,YES,4,"・ パソコンにソフトを設置する 意味 細かく動くこと ふる 震 える ポイント 寒くて Run rẩy, rung động 気持ちが興奮して(怖くて、嬉しくて、...) 例文 ・ 寒さ{に/で}手足がぶるぶる震えた。 ポイント 恐怖/怒り 喜び/期待/感動 声/手が__ 例文 ・ 怒りに体が震える。 ・ 道路工事の振動で窓ガラスががたがた震えた。"
N2-vocab-0574,N2,vocab,第57 課:561~570,564,誓う,ちかう,Thề,192,OK,raw_例文,NO,YES,3,ちか 意味 あることを必ず守ると約束する 誓 う ポイント 心に、神に誓う 例文 ・ 将来は必ず医者になって病気の人を救おうと心に Thề 誓った。 意味 神様に対してあることを約束すること ポイント 愛を誓う 例文 ・ 新郎と新婦が永遠の愛を誓った。 ・ (誓い 約束)のキス
N2-vocab-0575,N2,vocab,第57 課:561~570,565,むかつく,,Phụ thuộc,192,OK,raw_例文,NO,YES,2,・ (誓い 約束)のキス 意味 腹が立つこと ポイント ≒腹が立つ むかつく ※腹が立つのほうが丁寧 むかつくは若い人がよく使う 例文 ・ 「あいつ、自分のミスを私のせいにして... Phụ thuộc ほんとむかつく!」
N2-vocab-0576,N2,vocab,第57 課:561~570,566,呼び止める,よとめる,Gọi lại,192,OK,raw_例文,NO,YES,1,ほんとむかつく!」 よ と 意味 声をかけて止まらせること 呼 び止 める 例文 ・ 帰ろうとしたら、友達に呼び止められた。 Gọi lại
N2-vocab-0577,N2,vocab,第57 課:561~570,567,仕上げる,しあげる,"Hoàn thiện, hoàn thành",192,OK,raw_例文,NO,YES,2,"意味 100%完成させること し あ 仕上 げる ポイント 主語が「人」 途中までできているものを完成させる 例文 ・ 「この仕事は月末までに仕上げてください」 Hoàn thiện, hoàn thành ・ 恋人にあげるマフラーがやっと仕上がった。"
N2-vocab-0578,N2,vocab,第57 課:561~570,568,割り込む,わこむ,"Chen vào, xen ngang",193,OK,raw_例文,NO,YES,2,"わ こ 意味 無理に入り込むこと 割 り込 む ポイント 列を_ 例文 Chen vào, xen ngang ・ 並んでいたのに、急に割り込んできた。 ポイント 話の途中に_ 例文 ・ 私が話していると、いつも割り込んで 自分の話をしてくる。"
N2-vocab-0579,N2,vocab,第57 課:561~570,569,差し支える,さつかえる,"Gây cản trở, làm phiền",193,OK,raw_例文,NO,YES,3,"自分の話をしてくる。 さ つか 意味 問題になる・迷惑になること 差 し支 える 例文 ・ 差し支えなければ、お電話番号 Gây cản trở, làm phiền を教えていただけますか? ・ ご迷惑でなければ、(私の)話を聞いていただけ ますか。"
N2-vocab-0580,N2,vocab,第57 課:561~570,570,買い占める,かしめる,Mua hết,193,OK,raw_例文,NO,YES,1,か し 意味 ある物を1人で全部買うこと 買 い占 める 例文 ・ スーパーにあるHaohao を全部買い占めた。 Mua hết
N2-vocab-0581,N2,vocab,第58 課:571~580,571,思い切る,おもきる,Quyết định,194,OK,raw_例文,NO,YES,1,Kiến thức 意味 考えていたことを決めて、覚悟をすること おも き 思 い切 る ポイント 大きなことを決める時によく使う 思い切って〜する 例文 ・ 10年間伸ばした髪を思い切って短く切ること Quyết định にした。
N2-vocab-0582,N2,vocab,第58 課:571~580,572,振り向く,ふむく,"Ngoảnh mặt, quay lại",194,OK,raw_例文,NO,YES,1,"意味 振り返って見ること ふ む 振 り向 く ポイント ふ かえ ≒振 り返 る (過去を+振り返る≒思い出す) 例文 ・ 名前を呼ばれて振り向いた。 Ngoảnh mặt, quay lại"
N2-vocab-0583,N2,vocab,第58 課:571~580,573,思いつく,おもいつく,Nghĩ ra,194,OK,raw_例文,NO,YES,2,意味 ある考えが頭にうかぶこと おも 思 いつく ポイント アイディア/ 考え/方法を__ Nghĩ ra 例文 ・「あ!あれをすればいいか!」彼は、彼女への いい誕生日サプライズを思いついた。 ・ なかなかいい方法が( )な
N2-vocab-0584,N2,vocab,第58 課:571~580,574,引き止める,ひとめる,"Kéo lại, níu kéo",195,OK,raw_例文,NO,YES,1,"ひ と 意味 どこかへ行く人を止まらせること 引 き止 める ポイント (人)を__ Kéo lại, níu kéo 例文 ・ 会社を辞めたがっている同僚を、 皆で引き止めた"
N2-vocab-0585,N2,vocab,第58 課:571~580,575,打ち消す,うけす,"1. Phủ nhận, cự tuyệt",195,OK,raw_例文,NO,YES,3,"例文 ・ 会社を辞めたがっている同僚を、 皆で引き止めた 意味 う け 1 「違う!そうではない!」と否定すること 打 ち消 す ポイント よくないものを_ 例文 ・ 良くないうわさが流れると、それを打ち消すのは 1. Phủ nhận, cự tuyệt 大変だ。 2. Xóa bỏ (nhấn mạnh) 意味 2 「消す」を強調した言い方 ポイント よくないものを_ 例文 ・ お金の不安を打ち消すには?"
N2-vocab-0586,N2,vocab,第58 課:571~580,576,飛び散る,とちる,Bay lả tả,195,OK,raw_例文,NO,YES,2,例文 ・ お金の不安を打ち消すには? と ち 意味 何かが勢いよくあちこちに飛んでばらばらに散る 飛 び散 る 例文 はへん ・ グラスが割れ、破片 が飛び散った。 Bay lả tả
N2-vocab-0587,N2,vocab,第58 課:571~580,577,乗り継ぐ,のつぐ,Đổi chuyến,195,OK,raw_例文,NO,YES,4,の つ 意味 乗り物を降りて、次の乗り物に乗ること 乗 り継 ぐ ポイント (乗り物)を__ 例文 ・韓国で飛行機を(乗り継いで 乗り越えて) Đổi chuyến 日本へきました。 の こ 類義語 乗 り越 える ・ 危機/壁/困難を+乗り越える ・ 電車、バスを乗り換える の す 乗 り過 ごす ・ (降りるべき駅で降りず、過ぎてしまった時)あ!やばっ!乗り過ごしちゃった!
N2-vocab-0588,N2,vocab,第58 課:571~580,578,落ち込む,おこむ,"1. Sa sút 2. Buồn bã, suy sụp",196,OK,raw_例文,NO,YES,3,"お こ 意味 1 成績が悪い状態になる・下がること 落 ち込 む 例文 ・景気が落ち込んで、失業率が上がった。 1. Sa sút 意味 2 気持ちが暗くなること 2. Buồn bã, suy sụp ポイント 気分が_ 例文 ・ 「ちょっとミスしたぐらいでそんなに 落ち込まないで。ドンマイドンマイ。」 類義語 へこ 落ち込む≒凹 む ≒やる気をなくす ≒テンションが下がる"
N2-vocab-0589,N2,vocab,第58 課:571~580,579,引き返す,ひかえす,Quay trở lại,196,OK,raw_例文,NO,YES,2,"意味 1 進んできた道を途中でもとへ戻ること ひ かえ 引 き返 す 例文 ・豪行きJAL 機""コロナ""入国規制強化で引き返す (豪≒オーストラリア) ・ダム建設には100 億円以上使っている。 Quay trở lại いまさら引き返せない。"
N2-vocab-0590,N2,vocab,第58 課:571~580,580,打ち明ける,うあける,"Bật mí, hé lộ",196,OK,raw_例文,NO,YES,3,"う あ 意味 秘密にしていたことを話すこと 打 ち明 ける ポイント 秘密・過ち・悩み__ 例文 ・過去の失敗を友達に打ち明けたら、心が軽くなった Bật mí, hé lộ"
N2-vocab-0591,N2,vocab,第59 課:581~590,581,目立つ,めだつ,"Nổi bật, dễ lộ",197,OK,raw_例文,NO,YES,2,"Kiến thức め だ 意味 1 他よりを目がとまること 目立 つ 例文 ・ 白いスーツは汚れが目立ちやすい。 Nổi bật, dễ lộ 意味 2 他より印象に残る 例文 ・ 学生時代は教室で目立たない、普通の学生でした"
N2-vocab-0592,N2,vocab,第59 課:581~590,582,詰め込む,つこむ,"Nhét vào, nhồi nhét",197,OK,raw_例文,NO,YES,3,"つ こ 意味 物をできるだけたくさん入れること 詰 め込 む ポイント 荷物をある空間に_ 例文 ・ 1週間用のスーツケースに3週間分の 荷物をぎっしり詰め込んだ。 Nhét vào, nhồi nhét → V+込む(強度が上がる) ポイント 知識を_ 例文 ・ いつも前日にテストの内容を詰め込む。 ポイント 予定を_ 例文 ・ 休日でも予定をぎっしり詰め込む。"
N2-vocab-0593,N2,vocab,第59 課:581~590,583,見分わける,みわける,"Phân biệt, làm rõ",198,OK,raw_例文,NO,YES,1,"意味 見て、区別すること 見分 み わける 例文 ・ 偽物と本物を見分けるのは難しい。 Phân biệt, làm rõ"
N2-vocab-0594,N2,vocab,第59 課:581~590,584,突っ込む,つこむ,"Cắm vào, đâm vào/ Chỉ trích, moi móc",198,OK,raw_例文,NO,YES,2,"つ こ 意味 1 勢いよく中へ入ること 突 っ込 む 例文 ・ コンビニに車が突っ込む事故が起こった。 Cắm vào, đâm vào/ 意味 2 相手の弱みなどを鋭く指摘すること Chỉ trích, moi móc 例文 ・ 説明不足だったことを課長に突っ込まれた。"
N2-vocab-0595,N2,vocab,第59 課:581~590,585,くっ付く,つく,"Phủ nhận, cự tuyệt",198,OK,raw_例文,NO,YES,2,"意味 つ 物と物がぴったりとつくいてなかなか離れないこと くっ付 く ポイント A とB が__ 例文 ・ 靴の底にガムがくっついてしまった。 Phủ nhận, cự tuyệt ポイント 人にも使う 例文 ・3 才の娘はいつも私にくっついて離れようとしない"
N2-vocab-0596,N2,vocab,第59 課:581~590,586,引っかかる,ひっかかる,"Bị mắc vào, mắc kẹt",198,OK,raw_例文,NO,YES,3,"例文 ・3 才の娘はいつも私にくっついて離れようとしない ひ 意味 物にかかってそこに止まること 引 っかかる ポイント ものに引っかかる 例文 ・( )に引っかかって転ぶところだった。 Bị mắc vào, mắc kẹt ポイント 検査、確認に_ 例文 ・ PCR 検査にでひっかかる。 →問題がある"
N2-vocab-0597,N2,vocab,第59 課:581~590,587,持ち寄る,もよる,Gom lại,199,OK,raw_例文,NO,YES,1,も よ 意味 それぞれが持ってきて、集まること 持 ち寄 る 例文 ・ クリスマスパーティーは1人1品料理 を持ち寄ることになった。 Gom lại ≒みんなで用意する
N2-vocab-0598,N2,vocab,第59 課:581~590,588,当てはまる,あてはまる,"Hợp, phù hợp",199,OK,raw_例文,NO,YES,3,"あ 意味 物事にぴったり合うこと 当 てはまる ポイント 条件を満たす 例文 ・ イケメン、料理上手、やさしい...。 Hợp, phù hợp →彼は私の恋人の条件にぴったり当てはまる。 ・ たくさんの応募をいただきましたが、 条件に( )人たちもたくさんいました ・ 「条件を1つ付け加えてもいいですか?」 → ≒ 補足して"
N2-vocab-0599,N2,vocab,第59 課:581~590,589,付け加える,つくわえる,Thêm vào,199,OK,raw_例文,NO,YES,1,→ ≒ 補足して つ くわ 意味 今あるものに、さらに別のものを足すこと 付 け加 える ポイント ≒ 補足して 例文 ・ 「今の説明に少し付け加えて話しますね。」 Thêm vào
N2-vocab-0600,N2,vocab,第59 課:581~590,590,行き着く,いつく,"Đến nơi, đạt tới",199,OK,raw_例文,NO,YES,3,"い つ 意味 色々行って、最終的に着く 行 き着 く ポイント (秘密・過ち・悩み...)を_ 例文 ・ 女子会をするといつも最後に行き着くのは Đến nơi, đạt tới 恋愛の話だ。"
N2-vocab-0601,N2,vocab,第60 課:591~600,591,上回る,うわまわる,Vượt quá,200,OK,raw_例文,NO,YES,1,Kiến thức うわまわ 意味 比較していた基準を超えること 上回 る 例文 ・ 基準/目標/予想を上回る点数で合格した。 Vượt quá
N2-vocab-0602,N2,vocab,第60 課:591~600,592,飛び越える,とこえる,Nhảy qua,200,OK,raw_例文,NO,YES,2,意味 1 飛んで越える と こ 飛 び越 える 例文 ・ 幅2メートルくらいの川なら、 走って(飛び込む 飛び越える)だろう。 Nhảy qua 意味 2 順序を越えて進む 例文 ・ 上野さんは先輩社員を飛び越えて部長になった。
N2-vocab-0603,N2,vocab,第60 課:591~600,593,見渡す,みわたす,"Nhìn tổng thể, bao quát",200,OK,raw_例文,NO,YES,3,"例文 ・ 上野さんは先輩社員を飛び越えて部長になった。 みわた 意味 全体を見る 見渡 す ポイント 景色を__ 例文 ・山に登って平野を見渡す。 Nhìn tổng thể, bao quát ポイント 仕事の全体、状況+_ 例文 ・ 工程全体を見渡して、 不具合のある箇所を修正した。"
N2-vocab-0604,N2,vocab,第60 課:591~600,594,取り入れる,といれる,"Áp dụng, đưa vào",201,OK,raw_例文,NO,YES,1,"と い 意味 他のいいところを採用する 取 り入 れる ポイント 意見 / 方法 /アイデアを_ 例文 ・ 会社は消費者の意見を取り入れて、 Áp dụng, đưa vào 商品を改良した。"
N2-vocab-0605,N2,vocab,第60 課:591~600,595,立ち上げる,たあげる,"Khởi động Bắt đầu, thành lập",201,OK,raw_例文,NO,YES,1,"意味 1 コンピューターで電源をつける た あ 立 ち上 げる 例文 ・ 仕事の前にパソコン立ち上げておいてね。 ⇔ 電源を切るシャットダウンする Khởi động 意味 2 企画を始めること Bắt đầu, thành lập ポイント 新サービス/ウェブサイト Youtube でチャンネルを_"
N2-vocab-0606,N2,vocab,第60 課:591~600,596,打ち上げる,うあげる,"Phóng, bắn",201,OK,raw_例文,NO,YES,1,"Youtube でチャンネルを_ う あ 意味 空高く上げること 打 ち上 げる 例文 ・ 花火を打ち上げる。 Phóng, bắn"
N2-vocab-0607,N2,vocab,第60 課:591~600,597,冷え込む,ひこむ,Lạnh,201,OK,raw_例文,NO,YES,2,ひ こ 意味 1 気温が下がり、とても寒くなること 冷 え込 む ポイント 冷える<冷え込む 例文 ・ 最近、朝は冷え込むから暖かくして行ってね。 Lạnh 意味 2 活気がなくなり、関係が悪くなること Đóng băng ポイント 関係、景気が_ 例文 ・ ここ2〜3年は景気が冷え込んでいる。
N2-vocab-0608,N2,vocab,第60 課:591~600,598,取り壊す,とこわす,Phá bỏ,202,OK,raw_例文,NO,YES,1,と こわ 意味 建物などを壊すこと 取 り壊 す 例文 ・ 来年このビルを取り壊すことになったそうだ。 Phá bỏ ≒解体する
N2-vocab-0609,N2,vocab,第60 課:591~600,599,積み重ねる,つかさねる,"Chất đống, tích luỹ",202,OK,raw_例文,NO,YES,3,"≒解体する つ かさ 意味 上へ上へと重ねること 積 み重 ねる ポイント 経験・キャリアを_ 例文 ・ うちの子はつみきを積み重ねるのが上手だ。 Chất đống, tích luỹ ・ 大きな幸せよりも、小さな幸せ を積み重ねていきたい"
N2-vocab-0610,N2,vocab,第60 課:591~600,600,建て替える,たかえる,"Xây lại, xây dựng lại",202,OK,raw_例文,NO,YES,1,"た か 意味 古くなった建物を一度壊して新しく建てること 建 て替 える 例文 ・ A:ごめん。今金欠でさ、給料日に払うから お昼代、立て替えてもらえる? Xây lại, xây dựng lại B:あ、全然いいよ。 → 立て替える ≒ 代わりに払う"
N2-vocab-0611,N2,vocab,Buổi 61,601,切り替える,きかえる,"Sửa đổi, thay thế",203,OK,raw_例文,NO,YES,2,"Kiến thức き か 意味 今までのものをやめて別のものにすること 切 り替 える ポイント 古いものを+新しいものに_ Sửa đổi, thay thế 例文 ・ 最近メガネからコンタクトに切り替えました。 ポイント 「ー」の気持ちを +「+」の気持ちに_ 例文 ・ ずっとミスで落ち込んでいてもしょうがない。 切り替えて頑張ろう!"
N2-vocab-0612,N2,vocab,Buổi 61,602,受け持つ,うもつ,"Đảm nhiệm, phụ trách",203,OK,raw_例文,NO,YES,2,"う も 意味 自分の仕事・担当として引き受けて行うこと つ 受 け持 ポイント 仕事を__ 例文 ・ 今5つの授業を受け持ってます。 Đảm nhiệm, phụ trách ≒自分の担当/責任として引き受ける"
N2-vocab-0613,N2,vocab,Buổi 61,603,取り上げる,とあげる,"Cầm, nhấc",203,OK,raw_例文,NO,YES,3,"と あ 意味 1 取って、持ち上げること げる 取 り上 ポイント ものを__ ・ 彼女は机の上の本を取り上げた。 Cầm, nhấc 例文 Cướp, tước đi 意味 相手が持っているものを奪うこと 例文 ・ お母さんにゲーム機を取り上げられた。 意味 問題として扱うこと、話題にする Nhắc tới, bàn tới ・ ニュースでこの事件は大きく取り上げられた。 例文"
N2-vocab-0614,N2,vocab,Buổi 61,604,繰り返す,くかえす,"Đảm nhiệm, phụ trách",204,OK,raw_例文,NO,YES,2,"く かえ 意味 同じことを何度もすること す 繰 り返 ポイント 意見 / 方法 /アイデアを_ 例文 ・「同じ失敗をくり返してはいけません」 Đảm nhiệm, phụ trách ・「この授業を何度も繰り返してみてね〜」"
N2-vocab-0615,N2,vocab,Buổi 61,605,思いがけない,おもいがけない,Ngoài dự tính,204,OK,raw_例文,NO,YES,1,意味 意外。まったく思ってなかった、 おも 思 いがけない 予想していなかったこと 例文 ・ 日本に来てから思いがけないことばかり起こる。 Ngoài dự tính
N2-vocab-0616,N2,vocab,Buổi 61,606,手ごろ,て,"Vừa phải, hợp lí",204,OK,raw_例文,NO,YES,2,"て 意味 自分にとってちょうど良いこと 手 ごろ ポイント _な仕事・値段 例文 ・ この店では(手ごろな 十分な)値段で Vừa phải, hợp lí おいしいフランス料理が食べられる。"
N2-vocab-0617,N2,vocab,Buổi 61,607,不公平,ふこうへい,Không công bằng,204,OK,raw_例文,NO,YES,1,ふこうへい 意味 公平でない事。フェアでない 不公平 ポイント 対:公平 例文 ・ 女の子にばかり優しくして、 Không công bằng 上司の対応は不公平だ。
N2-vocab-0618,N2,vocab,Buổi 61,608,正式,せいしき,Chính thức,204,OK,raw_例文,NO,YES,2,意味 認められた・ちゃんとした方式、形式であること せいしき ポイント 正式 _な手続き、_発表 _に採用する 例文 ・「今日から山田さんは正式にうちの社員です。 Chính thức 皆さん、山田さんに色々教えてあげてください。」
N2-vocab-0619,N2,vocab,Buổi 61,609,質素,しっそ,Giản dị,205,OK,raw_例文,NO,YES,2,意味 ゴージャスではなく地味な感じ しっそ 質素 例文 ・ 山田さんはお金持ちなのに 質素な暮らしをしている ・ いつも質素な格好をしている Giản dị
N2-vocab-0620,N2,vocab,Buổi 61,610,詳細,しょうさい,Chi tiết,205,OK,raw_例文,NO,YES,1,意味 細かく、詳しく しょうさい 詳細 ポイント 詳しい<詳細(硬い) ・ あの作家は事実を詳細に調べた上で 例文 Chi tiết 小説を書くそうだ。
N2-vocab-0621,N2,vocab,第62 課:611~620,611,大幅,おおはば,"Đáng kể, tương đối",206,OK,raw_例文,NO,YES,1,"Kiến thức 意味 数量などの代わりが大きいこと おおはば 大幅 例文 ・ 食料品の大幅な値上げが庶民の生活を直撃。 ≒直接に攻撃すること Đáng kể, tương đối"
N2-vocab-0622,N2,vocab,第62 課:611~620,612,透明,とうめい,Trong suốt,206,OK,raw_例文,NO,YES,1,"Đáng kể, tương đối とうめい 意味 色がなく。水の色。 透明 ポイント 対: 不透明な 例文 ・水や空気は無色透明だ。 Trong suốt"
N2-vocab-0623,N2,vocab,第62 課:611~620,613,乱暴,らんぼう,"Cục tính, vô lễ",206,OK,raw_例文,NO,YES,4,"例文 ・水や空気は無色透明だ。 Trong suốt 意味 行動がひどくて激しい らんぼう 乱暴 例文 ・ あの子は乱暴な子で、よく物を壊したり、 人を叩いたりする。 Cục tính, vô lễ ポイント __な運転、言葉 例文 ・乱暴な運転 ・乱暴な言葉"
N2-vocab-0624,N2,vocab,第62 課:611~620,614,合同,ごうどう,"Kết hợp, cùng",207,OK,raw_例文,NO,YES,1,"意味 2つ以上の独立したものが1つになること ごうどう 合同 ポイント A 社とB 社が合同で〜する 合同説明会、イベント 例文 ・A 社と合同で新商品を開発することになった。 Kết hợp, cùng"
N2-vocab-0625,N2,vocab,第62 課:611~620,615,鮮やか,あざやか,"Rực rỡ, rõ nét",207,OK,raw_例文,NO,YES,3,"例文 ・A 社と合同で新商品を開発することになった。 Kết hợp, cùng あざ 意味 カラフルではっきりしていて目にとまる 鮮 やか 例文 ・ このポスターは色が鮮やかで目を引く。 ・ 鮮 に映っている Rực rỡ, rõ nét ≒色がはっきり映っている"
N2-vocab-0626,N2,vocab,第62 課:611~620,616,賢い,かしこい,Thông minh,207,OK,raw_例文,NO,YES,1,≒色がはっきり映っている かしこ 意味 頭がいいこと 賢 い 例文 ・ こんな難しい話が理解できるとは賢い子だ。 Thông minh
N2-vocab-0627,N2,vocab,第62 課:611~620,617,相応しい,ふさわしい,Phù hợp,207,OK,raw_例文,NO,YES,6,Thông minh 意味 A に対してB は適任 ふさわ 相応 しい 例文 ・ チームの次期キャプテンとして、 上野さんが最もふさわしいと思う。 Phù hợp 意味 A にふさわしい人、仕事 →A が理想とする人、仕事 →A のレベルに合う人、仕事 例文 ・「大丈夫だよ。君には必ず相応しい男性 が現れるよ。心配しなくていいと思う」 使い分け ・相応しい:人、仕事に+相応しい ・適当:適当+ どっちもOK いい加減(ー) ・適切:適切な+人以外 例:・この状況に合う適切な言葉を考える
N2-vocab-0628,N2,vocab,第62 課:611~620,618,乏しい,とぼしい,"Thiếu sót, không đủ, nghèo",208,OK,raw_例文,NO,YES,4,"意味 必要なものが非常に足りないこと とぼ 乏 しい 例文 ・ 日本は地下資源が乏しく、多くを輸入に 頼っている。 Thiếu sót, không đủ, ・ 栄養が乏しい nghèo ・ 栄養不足 ・ 乏しい ⇔ ( )"
N2-vocab-0629,N2,vocab,第62 課:611~620,619,慌ただしい,あわただしい,Bận tối mắt tối mũi,208,OK,raw_例文,NO,YES,2,・ 乏しい ⇔ ( ) 意味 落ち着かなく忙しい様子 あわ 慌 ただしい ポイント _日常、1日 例文 ・ 今日は急な用事や来客が重なって、 Bận tối mắt tối mũi あわただしい一日だった。
N2-vocab-0630,N2,vocab,第62 課:611~620,620,物足りない,ものたりない,Thích hợp,208,OK,raw_例文,NO,YES,1,あわただしい一日だった。 ものた 意味 なにか足りないようで不満があること 物足 りない 例文 ・ 昼食におにぎりだけはなんだか物足りない。 Thích hợp
N2-vocab-0631,N2,vocab,第63 課:621~630,621,やかましい,,Ồn ào,209,OK,raw_例文,NO,YES,2,"Kiến thức 意味 1 音に対して「うるさい」と感じること やかましい ポイント 不快だと思っと時 目上の人には ✘ 例文 ・ 食料品の大幅な値上げが庶民の生活を直撃。 Ồn ào ≒直接に攻撃すること 意味 2 きびしいこと Khó tính, khắt khe ポイント 不快だと思っと時 例文 ・ 課長は料理にやかましい。 ≒味にうるさい"
N2-vocab-0632,N2,vocab,第63 課:621~630,622,騒がしい,さわがしい,"Ồn ào, huyên náo",209,OK,raw_例文,NO,YES,4,"≒味にうるさい さわ 意味 集団が、うるさいこと 騒 がしい 例文 ・ 先生が怒ったら、騒々しかった教室は 静かになった。 Ồn ào, huyên náo → 騒がしい < 騒々しい 使い分け ・騒々しい:集団 ・うるさい:集団、個人 O ・やかましい:個人 O"
N2-vocab-0633,N2,vocab,第63 課:621~630,622,〜を騒がす,,"Ồn ào, gây xôn xao dư luận",210,OK,raw_例文,NO,YES,1,"関 意味 2 大きな事件が続いて世の中が落ち着かない様子 〜を騒がす 例文 Ồn ào, gây xôn xao dư ・ 国中を騒がした事件が起きた。 luận"
N2-vocab-0634,N2,vocab,第63 課:621~630,623,輝かしい,かがやかしい,"Tươi sáng, rực rỡ",210,OK,raw_例文,NO,YES,2,"luận 意味 輝いているようにすばらしいこと かがや 輝 かしい ポイント _実績、経歴 例文 ・ 彼女は、ミス・ユニバースという Tươi sáng, rực rỡ 輝かしい経歴を持っている。"
N2-vocab-0635,N2,vocab,第63 課:621~630,624,たくましい,,Mạnh mẽ,210,OK,raw_例文,NO,YES,1,輝かしい経歴を持っている。 たくましい 意味 丈夫で強そうに見えること 例文 ・ 筋トレをしてたくましい体になりたい。 Mạnh mẽ
N2-vocab-0636,N2,vocab,第63 課:621~630,625,頼もしい,たのもしい,Đáng tin cậy,210,OK,raw_例文,NO,YES,3,例文 ・ 筋トレをしてたくましい体になりたい。 Mạnh mẽ たの 意味 頼りになって、心強い、安心できると感じる 頼 もしい 例文 ・ 僕は英語が話せないから、留学経験がある Đáng tin cậy 山田くんと一緒だと頼もしいよ。 ・ 社長:田中さんはまだ若いのに中々頼もしいね 部長:そうなんですよ。将来が楽しみですね。
N2-vocab-0637,N2,vocab,第63 課:621~630,626,ずるい,,"Ranh mãnh, quỷ quyệt",210,OK,raw_例文,NO,YES,1,"部長:そうなんですよ。将来が楽しみですね。 ずるい 意味 自分に有利になるように、行動すること ポイント _人/考え/やり方 例文 ・ うちの上司はずるくて、いつも部下の成果 を自分のものにしてしまう。 Ranh mãnh, quỷ quyệt → 人に勝つために正しくないことをする"
